"geo_code","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
1200013,"(40,50]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(20,30]"
1200054,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1200104,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
1200138,"(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(50,60]","(50,60]","(50,60]","(50,60]"
1200179,"(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
1200203,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1200252,"(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(40,50]","(40,50]","(40,50]","(40,50]"
1200302,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1200328,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1200336,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1200344,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1200351,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1200385,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
1200393,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1200401,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
1200427,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1200435,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1200450,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
1200500,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1200609,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1200708,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]"
1200807,"(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(40,50]"
2700102,"(20,30]","(20,30]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(10,20]"
2700201,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2700300,"(20,30]","(20,30]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2700409,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2700508,"(20,30]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2700607,"(20,30]","(20,30]","(10,20]","(10,20]","(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2700706,"(50,60]","(60,70]","(50,60]","(60,70]","(70,80]","(60,70]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(40,50]","(40,50]","(50,60]","(40,50]"
2700805,"(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]"
2700904,"(50,60]","(60,70]","(50,60]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
2701001,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2701100,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(20,30]"
2701209,"(30,40]","(30,40]","(30,40]","(40,50]","(50,60]","(60,70]","(50,60]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2701308,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2701357,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2701407,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2701506,"(40,50]","(40,50]","(40,50]","(40,50]","(50,60]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]"
2701605,"(10,20]","(10,20]","(20,30]","(10,20]","(10,20]","(20,30]","(10,20]","(10,20]","(10,20]","(20,30]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]"
2701704,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2701803,"(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]","(1,10]","(10,20]","(10,20]"
2701902,"(1,10]","(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]","(1,10]","(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2702009,"(40,50]","(50,60]","(60,70]","(50,60]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(20,30]","(30,40]","(40,50]","(40,50]","(40,50]","(40,50]"
2702108,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2702207,"(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2702306,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2702355,"(20,30]","(20,30]","(20,30]","(40,50]","(40,50]","(40,50]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(30,40]","(30,40]"
2702405,"(20,30]","(30,40]","(30,40]","(30,40]","(20,30]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]"
2702504,"(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(20,30]","(20,30]","(20,30]"
2702553,"(20,30]","(20,30]","(20,30]","(30,40]","(30,40]","(40,50]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(30,40]","(30,40]","(30,40]"
2702603,"(40,50]","(40,50]","(40,50]","(40,50]","(50,60]","(50,60]","(50,60]","(40,50]","(50,60]","(50,60]","(50,60]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
2702702,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2702801,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]"
2702900,"(30,40]","(30,40]","(30,40]","(40,50]","(50,60]","(40,50]","(40,50]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2703007,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2703106,"(20,30]","(30,40]","(40,50]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(10,20]","(10,20]","(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]"
2703205,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]","(1,10]","(1,10]","(1,10]","(10,20]","(10,20]","(1,10]"
2703304,"(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2703403,"(30,40]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2703502,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(10,20]","(10,20]","(10,20]","(10,20]"
2703601,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(20,30]","(10,20]"
2703700,"(40,50]","(50,60]","(40,50]","(60,70]","(60,70]","(50,60]","(50,60]","(40,50]","(40,50]","(40,50]","(40,50]","(50,60]","(40,50]","(40,50]","(40,50]","(40,50]"
2703759,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2703809,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2703908,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2704005,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2704104,"(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(30,40]","(20,30]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2704203,"(10,20]","(10,20]","(10,20]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2704302,"(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(30,40]","(30,40]","(30,40]"
2704401,"(30,40]","(30,40]","(30,40]","(40,50]","(50,60]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2704500,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2704609,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(20,30]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2704708,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2704807,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2704906,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2705002,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]"
2705101,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2705200,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2705309,"(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(40,50]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(20,30]","(30,40]","(30,40]","(30,40]"
2705408,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]","(1,10]","(1,10]","(1,10]","(10,20]","(1,10]"
2705507,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2705606,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2705705,"(10,20]","(20,30]","(20,30]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2705804,"(20,30]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]"
2705903,"(20,30]","(20,30]","(10,20]","(20,30]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(10,20]","(10,20]","(20,30]","(10,20]"
2706000,"(1,10]","(10,20]","(10,20]","(10,20]","(20,30]","(20,30]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]","(10,20]","(10,20]","(10,20]"
2706109,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(10,20]","(10,20]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2706208,"(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(20,30]","(20,30]","(10,20]"
2706307,"(30,40]","(30,40]","(40,50]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(30,40]","(30,40]","(20,30]"
2706406,"(40,50]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(40,50]","(40,50]","(40,50]","(40,50]","(50,60]","(50,60]","(40,50]"
2706422,"(20,30]","(20,30]","(30,40]","(20,30]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2706448,"(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(40,50]","(40,50]"
2706505,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2706604,"(0,1]","(0,1]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(0,1]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2706703,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2706802,"(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]","(1,10]","(1,10]","(10,20]"
2706901,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2707008,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2707107,"(20,30]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(10,20]","(10,20]"
2707206,"(20,30]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(20,30]","(30,40]","(30,40]","(30,40]"
2707305,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2707404,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2707503,"(20,30]","(20,30]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2707602,"(10,20]","(10,20]","(20,30]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2707701,"(10,20]","(10,20]","(10,20]","(10,20]","(20,30]","(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2707800,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2707909,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(30,40]","(20,30]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2708006,"(20,30]","(30,40]","(30,40]","(30,40]","(40,50]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(30,40]"
2708105,"(1,10]","(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2708204,"(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2708303,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2708402,"(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(10,20]","(10,20]","(10,20]"
2708501,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2708600,"(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2708709,"(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2708808,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2708907,"(1,10]","(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2708956,"(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]","(1,10]","(1,10]","(10,20]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2709004,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2709103,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]"
2709152,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2709202,"(50,60]","(50,60]","(50,60]","(50,60]","(60,70]","(60,70]","(60,70]","(50,60]","(50,60]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(50,60]","(40,50]"
2709301,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2709400,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
1300029,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1300060,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1300086,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1300102,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1300144,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1300201,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1300300,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
1300409,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1300508,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]"
1300607,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1300631,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1300680,"(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
